Date,Positive Tweets,Negative Tweets,Zero,Ticker
2019-10-17,178,-77,0,AMZN
2019-10-18,184,-71,0,AMZN
2019-10-19,61,-18,0,AMZN
2019-10-20,62,-26,0,AMZN
2019-10-21,158,-51,0,AMZN
2019-10-22,34,-18,0,AMZN
2019-10-23,218,-67,0,AMZN
2019-10-24,729,-387,0,AMZN
2019-10-25,778,-340,0,AMZN
2019-10-26,151,-61,0,AMZN
2019-10-27,89,-40,0,AMZN
2019-10-28,260,-101,0,AMZN
2019-10-29,213,-59,0,AMZN
2019-10-30,189,-65,0,AMZN
2019-10-31,127,-60,0,AMZN
2019-11-01,154,-44,0,AMZN
2019-11-02,59,-17,0,AMZN
2019-11-03,59,-24,0,AMZN
2019-11-04,171,-50,0,AMZN
2019-11-05,158,-55,0,AMZN
2019-11-06,150,-49,0,AMZN
2019-11-07,185,-79,0,AMZN
2019-11-08,174,-60,0,AMZN
2019-11-09,59,-13,0,AMZN
2019-11-10,48,-12,0,AMZN
2019-11-11,146,-57,0,AMZN
2019-11-12,171,-68,0,AMZN
2019-11-13,213,-126,0,AMZN
2019-11-14,229,-98,0,AMZN
2019-11-15,209,-126,0,AMZN
2019-11-16,62,-39,0,AMZN
2019-11-17,82,-26,0,AMZN
2019-11-18,184,-68,0,AMZN
2019-11-19,195,-82,0,AMZN
2019-11-20,212,-87,0,AMZN
2019-11-21,138,-50,0,AMZN
2019-11-22,143,-53,0,AMZN
2019-11-23,58,-27,0,AMZN
2019-11-24,68,-15,0,AMZN
2019-11-25,215,-62,0,AMZN
2019-11-26,224,-69,0,AMZN
2019-11-27,297,-81,0,AMZN
2019-11-28,91,-20,0,AMZN
2019-11-29,148,-43,0,AMZN
2019-11-30,55,-29,0,AMZN
2019-12-01,80,-25,0,AMZN
2019-12-02,273,-75,0,AMZN
2019-12-03,325,-83,0,AMZN
2019-12-04,220,-82,0,AMZN
2019-12-05,236,-93,0,AMZN
2019-12-06,196,-97,0,AMZN
2019-12-07,77,-22,0,AMZN
2019-12-08,75,-28,0,AMZN
2019-12-09,181,-74,0,AMZN
2019-12-10,24,-4,0,AMZN
2019-12-11,210,-77,0,AMZN
2019-12-12,208,-67,0,AMZN
2019-12-13,177,-65,0,AMZN
2019-12-14,71,-24,0,AMZN
2019-12-15,67,-21,0,AMZN
2019-12-16,245,-96,0,AMZN
2019-12-17,370,-105,0,AMZN
2019-12-18,295,-95,0,AMZN
2019-12-19,211,-73,0,AMZN
2019-12-20,240,-69,0,AMZN
2019-12-21,88,-22,0,AMZN
2019-12-22,81,-26,0,AMZN
2019-12-23,120,-61,0,AMZN
2019-12-24,138,-41,0,AMZN
2019-12-25,39,-8,0,AMZN
2019-12-26,704,-163,0,AMZN
2019-12-27,499,-111,0,AMZN
2019-12-28,102,-25,0,AMZN
2019-12-29,84,-16,0,AMZN
2019-12-30,294,-72,0,AMZN
2019-12-31,243,-60,0,AMZN
2015-01-01,119,-42,0,APPL
2015-01-02,305,-163,0,APPL
2015-01-03,178,-34,0,APPL
2015-01-04,202,-44,0,APPL
2015-01-05,466,-210,0,APPL
2015-01-06,500,-167,0,APPL
2015-01-07,447,-170,0,APPL
2015-01-08,627,-169,0,APPL
2015-01-09,430,-169,0,APPL
2015-01-10,147,-31,0,APPL
2015-01-11,157,-18,0,APPL
2015-01-12,368,-140,0,APPL
2015-01-13,574,-185,0,APPL
2015-01-14,352,-161,0,APPL
2015-01-15,363,-212,0,APPL
2015-01-16,346,-230,0,APPL
2015-01-17,126,-40,0,APPL
2015-01-18,90,-35,0,APPL
2015-01-19,171,-42,0,APPL
2015-01-20,397,-123,0,APPL
2015-01-21,407,-156,0,APPL
2015-01-22,321,-107,0,APPL
2015-01-23,456,-172,0,APPL
2015-01-24,155,-37,0,APPL
2015-01-25,188,-34,0,APPL
2015-01-26,526,-175,0,APPL
2015-01-27,1738,-663,0,APPL
2015-01-28,1768,-646,0,APPL
2015-01-29,728,-313,0,APPL
2015-01-30,633,-250,0,APPL
2015-01-31,224,-80,0,APPL
2015-02-01,219,-56,0,APPL
2015-02-02,375,-187,0,APPL
2015-02-03,416,-174,0,APPL
2015-02-04,527,-220,0,APPL
2015-02-05,413,-162,0,APPL
2015-02-06,333,-191,0,APPL
2015-02-07,153,-60,0,APPL
2015-02-08,129,-38,0,APPL
2015-02-09,341,-153,0,APPL
2015-02-10,775,-262,0,APPL
2015-02-11,1009,-322,0,APPL
2015-02-12,760,-256,0,APPL
2015-02-13,621,-204,0,APPL
2015-02-14,274,-91,0,APPL
2015-02-15,0,0,0,APPL
2015-02-16,285,-95,0,APPL
2015-02-17,516,-245,0,APPL
2015-02-18,451,-208,0,APPL
2015-02-19,424,-209,0,APPL
2015-02-20,508,-175,0,APPL
2015-02-21,173,-65,0,APPL
2015-02-22,186,-60,0,APPL
2015-02-23,773,-296,0,APPL
2015-02-24,646,-195,0,APPL
2015-02-25,760,-353,0,APPL
2015-02-26,809,-333,0,APPL
2015-02-27,561,-304,0,APPL
2015-02-28,261,-83,0,APPL
2015-03-01,292,-85,0,APPL
2015-03-02,572,-172,0,APPL
2015-03-03,518,-185,0,APPL
2015-03-04,465,-203,0,APPL
2015-03-05,599,-291,0,APPL
2015-03-06,628,-254,0,APPL
2015-03-07,355,-96,0,APPL
2015-03-08,279,-70,0,APPL
2015-03-09,1700,-639,0,APPL
2015-03-10,897,-456,0,APPL
2015-03-11,709,-292,0,APPL
2015-03-12,635,-228,0,APPL
2015-03-13,562,-188,0,APPL
2015-03-14,326,-78,0,APPL
2015-03-15,335,-92,0,APPL
2015-03-16,502,-166,0,APPL
2015-03-17,679,-190,0,APPL
2015-03-18,594,-209,0,APPL
2015-03-19,588,-174,0,APPL
2015-03-20,571,-216,0,APPL
2015-03-21,350,-124,0,APPL
2015-03-22,278,-55,0,APPL
2015-03-23,484,-185,0,APPL
2015-03-24,481,-160,0,APPL
2015-03-25,0,0,0,APPL
2015-03-26,521,-189,0,APPL
2015-03-27,506,-143,0,APPL
2015-03-28,343,-91,0,APPL
2015-03-29,322,-62,0,APPL
2015-03-30,513,-161,0,APPL
2015-03-31,472,-123,0,APPL
2015-04-01,496,-127,0,APPL
2015-04-02,431,-142,0,APPL
2015-04-03,341,-91,0,APPL
2015-04-04,336,-66,0,APPL
2015-04-05,280,-74,0,APPL
2015-04-06,517,-164,0,APPL
2015-04-07,509,-208,0,APPL
2015-04-08,455,-205,0,APPL
2015-04-09,388,-187,0,APPL
2015-04-10,554,-251,0,APPL
2015-04-11,231,-67,0,APPL
2015-04-12,159,-81,0,APPL
2015-04-13,388,-216,0,APPL
2015-04-14,384,-166,0,APPL
2015-04-15,364,-125,0,APPL
2015-04-16,374,-184,0,APPL
2015-04-17,388,-213,0,APPL
2015-04-18,143,-92,0,APPL
2015-04-19,133,-67,0,APPL
2015-04-20,384,-156,0,APPL
2015-04-21,189,-82,0,APPL
2015-04-22,374,-132,0,APPL
2015-04-23,435,-198,0,APPL
2015-04-24,506,-200,0,APPL
2015-04-25,234,-59,0,APPL
2015-04-26,203,-68,0,APPL
2015-04-27,1663,-624,0,APPL
2015-04-28,1289,-617,0,APPL
2015-04-29,879,-482,0,APPL
2015-04-30,745,-505,0,APPL
2015-05-01,542,-257,0,APPL
2015-05-02,6,0,0,APPL
2015-05-03,231,-120,0,APPL
2015-05-04,398,-176,0,APPL
2015-05-05,239,-107,0,APPL
2015-05-06,436,-205,0,APPL
2015-05-07,370,-278,0,APPL
2015-05-08,124,-52,0,APPL
2015-05-09,0,0,0,APPL
2015-05-10,150,-70,0,APPL
2015-05-11,411,-123,0,APPL
2015-05-12,75,-45,0,APPL
2015-05-13,29,-11,0,APPL
2015-05-14,304,-122,0,APPL
2015-05-15,333,-170,0,APPL
2015-05-16,183,-89,0,APPL
2015-05-17,206,-41,0,APPL
2015-05-18,737,-233,0,APPL
2015-05-19,516,-334,0,APPL
2015-05-20,402,-148,0,APPL
2015-05-21,397,-181,0,APPL
2015-05-22,386,-144,0,APPL
2015-05-23,175,-55,0,APPL
2015-05-24,123,-40,0,APPL
2015-05-25,287,-53,0,APPL
2015-05-26,592,-301,0,APPL
2015-05-27,407,-169,0,APPL
2015-05-28,364,-182,0,APPL
2015-05-29,67,-15,0,APPL
2015-05-30,222,-58,0,APPL
2015-05-31,215,-61,0,APPL
2015-06-01,358,-122,0,APPL
2015-06-02,316,-145,0,APPL
2015-06-03,35,-32,0,APPL
2015-06-04,368,-113,0,APPL
2015-06-05,316,-180,0,APPL
2015-06-06,137,-41,0,APPL
2015-06-07,153,-60,0,APPL
2015-06-08,105,-64,0,APPL
2015-06-09,645,-293,0,APPL
2015-06-10,456,-162,0,APPL
2015-06-11,352,-184,0,APPL
2015-06-12,260,-148,0,APPL
2015-06-13,107,-36,0,APPL
2015-06-14,184,-44,0,APPL
2015-06-15,337,-121,0,APPL
2015-06-16,282,-146,0,APPL
2015-06-17,275,-106,0,APPL
2015-06-18,408,-147,0,APPL
2015-06-19,347,-141,0,APPL
2015-06-20,205,-47,0,APPL
2015-06-21,223,-63,0,APPL
2015-06-22,463,-158,0,APPL
2015-06-23,412,-115,0,APPL
2015-06-24,533,-181,0,APPL
2015-06-25,352,-131,0,APPL
2015-06-26,280,-96,0,APPL
2015-06-27,175,-34,0,APPL
2015-06-28,176,-63,0,APPL
2015-06-29,331,-124,0,APPL
2015-06-30,433,-143,0,APPL
2015-07-01,306,-133,0,APPL
2015-07-02,243,-103,0,APPL
2015-07-03,149,-51,0,APPL
2015-07-04,97,-30,0,APPL
2015-07-05,66,-40,0,APPL
2015-07-06,173,-75,0,APPL
2015-07-07,0,0,0,APPL
2015-07-08,340,-237,0,APPL
2015-07-09,499,-432,0,APPL
2015-07-10,485,-216,0,APPL
2015-07-11,182,-40,0,APPL
2015-07-12,197,-46,0,APPL
2015-07-13,413,-130,0,APPL
2015-07-14,269,-134,0,APPL
2015-07-15,414,-129,0,APPL
2015-07-16,340,-139,0,APPL
2015-07-17,346,-120,0,APPL
2015-07-18,157,-26,0,APPL
2015-07-19,136,-29,0,APPL
2015-07-20,583,-141,0,APPL
2015-07-21,1541,-828,0,APPL
2015-07-22,1160,-705,0,APPL
2015-07-23,545,-219,0,APPL
2015-07-24,386,-130,0,APPL
2015-07-25,208,-42,0,APPL
2015-07-26,92,-24,0,APPL
2015-07-27,222,-83,0,APPL
2015-07-28,368,-165,0,APPL
2015-07-29,154,-61,0,APPL
2015-07-30,262,-124,0,APPL
2015-07-31,339,-152,0,APPL
2015-08-01,119,-51,0,APPL
2015-08-02,174,-50,0,APPL
2015-08-03,509,-307,0,APPL
2015-08-04,927,-643,0,APPL
2015-08-05,773,-433,0,APPL
2015-08-06,501,-228,0,APPL
2015-08-07,387,-141,0,APPL
2015-08-08,123,-47,0,APPL
2015-08-09,93,-26,0,APPL
2015-08-10,136,-45,0,APPL
2015-08-11,524,-299,0,APPL
2015-08-12,576,-359,0,APPL
2015-08-13,356,-196,0,APPL
2015-08-14,295,-158,0,APPL
2015-08-15,159,-40,0,APPL
2015-08-16,107,-28,0,APPL
2015-08-17,351,-122,0,APPL
2015-08-18,212,-88,0,APPL
2015-08-19,288,-165,0,APPL
2015-08-20,291,-211,0,APPL
2015-08-21,363,-193,0,APPL
2015-08-22,0,0,0,APPL
2015-08-23,117,-50,0,APPL
2015-08-24,1056,-615,0,APPL
2015-08-25,628,-221,0,APPL
2015-08-26,506,-206,0,APPL
2015-08-27,473,-237,0,APPL
2015-08-28,341,-201,0,APPL
2015-08-29,142,-63,0,APPL
2015-08-30,155,-46,0,APPL
2015-08-31,342,-157,0,APPL
2015-09-01,358,-213,0,APPL
2015-09-02,353,-127,0,APPL
2015-09-03,308,-153,0,APPL
2015-09-04,273,-147,0,APPL
2015-09-05,88,-35,0,APPL
2015-09-06,80,-39,0,APPL
2015-09-07,115,-41,0,APPL
2015-09-08,393,-181,0,APPL
2015-09-09,1271,-582,0,APPL
2015-09-10,548,-271,0,APPL
2015-09-11,400,-143,0,APPL
2015-09-12,191,-69,0,APPL
2015-09-13,94,-30,0,APPL
2015-09-14,36,-11,0,APPL
2015-09-15,371,-151,0,APPL
2015-09-16,316,-145,0,APPL
2015-09-17,433,-181,0,APPL
2015-09-18,370,-201,0,APPL
2015-09-19,195,-65,0,APPL
2015-09-20,107,-46,0,APPL
2015-09-21,368,-253,0,APPL
2015-09-22,298,-177,0,APPL
2015-09-23,285,-132,0,APPL
2015-09-24,326,-177,0,APPL
2015-09-25,383,-136,0,APPL
2015-09-26,133,-54,0,APPL
2015-09-27,180,-66,0,APPL
2015-09-28,375,-184,0,APPL
2015-09-29,501,-255,0,APPL
2015-09-30,352,-181,0,APPL
2015-10-01,363,-250,0,APPL
2015-10-02,370,-171,0,APPL
2015-10-03,119,-45,0,APPL
2015-10-04,102,-30,0,APPL
2015-10-05,350,-164,0,APPL
2015-10-06,345,-178,0,APPL
2015-10-07,331,-166,0,APPL
2015-10-08,330,-184,0,APPL
2015-10-09,339,-206,0,APPL
2015-10-10,182,-25,0,APPL
2015-10-11,0,0,0,APPL
2015-10-12,233,-128,0,APPL
2015-10-13,252,-98,0,APPL
2015-10-14,286,-188,0,APPL
2015-10-15,341,-147,0,APPL
2015-10-16,252,-121,0,APPL
2015-10-17,117,-66,0,APPL
2015-10-18,170,-64,0,APPL
2015-10-19,266,-129,0,APPL
2015-10-20,376,-276,0,APPL
2015-10-21,267,-141,0,APPL
2015-10-22,262,-100,0,APPL
2015-10-23,368,-120,0,APPL
2015-10-24,139,-66,0,APPL
2015-10-25,146,-53,0,APPL
2015-10-26,451,-264,0,APPL
2015-10-27,1055,-588,0,APPL
2015-10-28,777,-418,0,APPL
2015-10-29,458,-131,0,APPL
2015-10-30,295,-95,0,APPL
2015-10-31,114,-49,0,APPL
2015-11-01,106,-50,0,APPL
2015-11-02,242,-90,0,APPL
2015-11-03,305,-131,0,APPL
2015-11-04,231,-100,0,APPL
2015-11-05,220,-107,0,APPL
2015-11-06,175,-91,0,APPL
2015-11-07,90,-42,0,APPL
2015-11-08,79,-28,0,APPL
2015-11-09,46,-13,0,APPL
2015-11-10,478,-268,0,APPL
2015-11-11,366,-194,0,APPL
2015-11-12,263,-149,0,APPL
2015-11-13,241,-145,0,APPL
2015-11-14,88,-48,0,APPL
2015-11-15,68,-39,0,APPL
2015-11-16,254,-94,0,APPL
2015-11-17,247,-91,0,APPL
2015-11-18,405,-163,0,APPL
2015-11-19,293,-100,0,APPL
2015-11-20,262,-108,0,APPL
2015-11-21,100,-37,0,APPL
2015-11-22,118,-41,0,APPL
2015-11-23,264,-98,0,APPL
2015-11-24,308,-131,0,APPL
2015-11-25,196,-83,0,APPL
2015-11-26,162,-32,0,APPL
2015-11-27,191,-82,0,APPL
2015-11-28,117,-55,0,APPL
2015-11-29,162,-43,0,APPL
2015-11-30,289,-127,0,APPL
2015-12-01,260,-143,0,APPL
2015-12-02,250,-163,0,APPL
2015-12-03,247,-102,0,APPL
2015-12-04,272,-126,0,APPL
2015-12-05,162,-61,0,APPL
2015-12-06,120,-34,0,APPL
2015-12-07,206,-90,0,APPL
2015-12-08,271,-106,0,APPL
2015-12-09,252,-131,0,APPL
2015-12-10,284,-113,0,APPL
2015-12-11,253,-114,0,APPL
2015-12-12,141,-35,0,APPL
2015-12-13,193,-22,0,APPL
2015-12-14,300,-244,0,APPL
2015-12-15,290,-220,0,APPL
2015-12-16,0,0,0,APPL
2015-12-17,270,-156,0,APPL
2015-12-18,319,-238,0,APPL
2015-12-19,142,-44,0,APPL
2015-12-20,130,-40,0,APPL
2015-12-21,373,-215,0,APPL
2015-12-22,254,-146,0,APPL
2015-12-23,272,-163,0,APPL
2015-12-24,185,-57,0,APPL
2015-12-25,96,-24,0,APPL
2015-12-26,115,-17,0,APPL
2015-12-27,112,-29,0,APPL
2015-12-28,258,-95,0,APPL
2015-12-29,301,-134,0,APPL
2015-12-30,237,-141,0,APPL
2015-12-31,270,-173,0,APPL
2016-01-01,131,-56,0,APPL
2016-01-02,124,-55,0,APPL
2016-01-03,139,-58,0,APPL
2016-01-04,434,-197,0,APPL
2016-01-05,404,-291,0,APPL
2016-01-06,599,-376,0,APPL
2016-01-07,587,-400,0,APPL
2016-01-08,430,-340,0,APPL
2016-01-09,184,-65,0,APPL
2016-01-10,163,-73,0,APPL
2016-01-11,361,-219,0,APPL
2016-01-12,334,-166,0,APPL
2016-01-13,348,-199,0,APPL
2016-01-14,335,-151,0,APPL
2016-01-15,385,-215,0,APPL
2016-01-16,131,-50,0,APPL
2016-01-17,141,-39,0,APPL
2016-01-18,151,-80,0,APPL
2016-01-19,293,-160,0,APPL
2016-01-20,384,-172,0,APPL
2016-01-21,269,-148,0,APPL
2016-01-22,396,-135,0,APPL
2016-01-23,144,-48,0,APPL
2016-01-24,116,-61,0,APPL
2016-01-25,292,-186,0,APPL
2016-01-26,679,-446,0,APPL
2016-01-27,1043,-694,0,APPL
2016-01-28,483,-283,0,APPL
2016-01-29,418,-252,0,APPL
2016-01-30,377,-105,0,APPL
2016-01-31,137,-58,0,APPL
2016-02-01,409,-149,0,APPL
2016-02-02,374,-133,0,APPL
2016-02-03,382,-157,0,APPL
2016-02-04,282,-136,0,APPL
2016-02-05,254,-139,0,APPL
2016-02-06,107,-39,0,APPL
2016-02-07,98,-47,0,APPL
2016-02-08,319,-144,0,APPL
2016-02-09,355,-198,0,APPL
2016-02-10,238,-137,0,APPL
2016-02-11,251,-222,0,APPL
2016-02-12,302,-261,0,APPL
2016-02-13,165,-89,0,APPL
2016-02-14,153,-52,0,APPL
2016-02-15,203,-195,0,APPL
2016-02-16,395,-329,0,APPL
2016-02-17,616,-588,0,APPL
2016-02-18,625,-730,0,APPL
2016-02-19,253,-245,0,APPL
2016-02-20,299,-294,0,APPL
2016-02-21,160,-103,0,APPL
2016-02-22,537,-578,0,APPL
2016-02-23,541,-502,0,APPL
2016-02-24,475,-397,0,APPL
2016-02-25,550,-607,0,APPL
2016-02-26,595,-426,0,APPL
2016-02-27,238,-126,0,APPL
2016-02-28,152,-80,0,APPL
2016-02-29,339,-209,0,APPL
2016-03-01,545,-432,0,APPL
2016-03-02,372,-361,0,APPL
2016-03-03,564,-316,0,APPL
2016-03-04,480,-322,0,APPL
2016-03-05,161,-161,0,APPL
2016-03-06,122,-54,0,APPL
2016-03-07,487,-334,0,APPL
2016-03-08,435,-328,0,APPL
2016-03-09,280,-277,0,APPL
2016-03-10,339,-284,0,APPL
2016-03-11,287,-453,0,APPL
2016-03-12,139,-74,0,APPL
2016-03-13,58,-54,0,APPL
2016-03-14,287,-167,0,APPL
2016-03-15,429,-263,0,APPL
2016-03-16,416,-334,0,APPL
2016-03-17,424,-360,0,APPL
2016-03-18,353,-206,0,APPL
2016-03-19,152,-73,0,APPL
2016-03-20,142,-55,0,APPL
2016-03-21,1217,-679,0,APPL
2016-03-22,837,-523,0,APPL
2016-03-23,508,-296,0,APPL
2016-03-24,514,-279,0,APPL
2016-03-25,271,-187,0,APPL
2016-03-26,120,-51,0,APPL
2016-03-27,171,-43,0,APPL
2016-03-28,458,-329,0,APPL
2016-03-29,495,-414,0,APPL
2016-03-30,546,-371,0,APPL
2016-03-31,445,-276,0,APPL
2016-04-01,482,-194,0,APPL
2016-04-02,165,-41,0,APPL
2016-04-03,123,-63,0,APPL
2016-04-04,465,-247,0,APPL
2016-04-05,365,-225,0,APPL
2016-04-06,406,-214,0,APPL
2016-04-07,406,-253,0,APPL
2016-04-08,378,-219,0,APPL
2016-04-09,137,-80,0,APPL
2016-04-10,109,-36,0,APPL
2016-04-11,282,-173,0,APPL
2016-04-12,359,-184,0,APPL
2016-04-13,318,-220,0,APPL
2016-04-14,354,-206,0,APPL
2016-04-15,460,-427,0,APPL
2016-04-16,176,-92,0,APPL
2016-04-17,116,-53,0,APPL
2016-04-18,378,-279,0,APPL
2016-04-19,431,-336,0,APPL
2016-04-20,322,-263,0,APPL
2016-04-21,324,-243,0,APPL
2016-04-22,353,-323,0,APPL
2016-04-23,153,-125,0,APPL
2016-04-24,124,-83,0,APPL
2016-04-25,335,-283,0,APPL
2016-04-26,537,-515,0,APPL
2016-04-27,1328,-1182,0,APPL
2016-04-28,848,-786,0,APPL
2016-04-29,611,-445,0,APPL
2016-04-30,182,-135,0,APPL
2016-05-01,120,-79,0,APPL
2016-05-02,514,-340,0,APPL
2016-05-03,694,-453,0,APPL
2016-05-04,500,-400,0,APPL
2016-05-05,508,-367,0,APPL
2016-05-06,525,-408,0,APPL
2016-05-07,129,-88,0,APPL
2016-05-08,133,-66,0,APPL
2016-05-09,339,-171,0,APPL
2016-05-10,525,-259,0,APPL
2016-05-11,351,-290,0,APPL
2016-05-12,768,-649,0,APPL
2016-05-13,207,-113,0,APPL
2016-05-14,148,-79,0,APPL
2016-05-15,109,-33,0,APPL
2016-05-16,1111,-435,0,APPL
2016-05-17,568,-315,0,APPL
2016-05-18,445,-237,0,APPL
2016-05-19,421,-192,0,APPL
2016-05-20,394,-188,0,APPL
2016-05-21,159,-67,0,APPL
2016-05-22,133,-75,0,APPL
2016-05-23,462,-228,0,APPL
2016-05-24,520,-219,0,APPL
2016-05-25,581,-226,0,APPL
2016-05-26,535,-222,0,APPL
2016-05-27,401,-183,0,APPL
2016-05-28,58,-29,0,APPL
2016-05-29,44,-28,0,APPL
2016-05-30,227,-128,0,APPL
2016-05-31,331,-208,0,APPL
2016-06-01,345,-207,0,APPL
2016-06-02,415,-333,0,APPL
2016-06-03,272,-154,0,APPL
2016-06-04,76,-51,0,APPL
2016-06-05,75,-39,0,APPL
2016-06-06,243,-133,0,APPL
2016-06-07,168,-84,0,APPL
2016-06-08,323,-165,0,APPL
2016-06-09,498,-189,0,APPL
2016-06-10,544,-197,0,APPL
2016-06-11,139,-58,0,APPL
2016-06-12,108,-42,0,APPL
2016-06-13,857,-339,0,APPL
2016-06-14,875,-361,0,APPL
2016-06-15,406,-175,0,APPL
2016-06-16,286,-129,0,APPL
2016-06-17,329,-300,0,APPL
2016-06-18,187,-267,0,APPL
2016-06-19,180,-139,0,APPL
2016-06-20,440,-249,0,APPL
2016-06-21,388,-223,0,APPL
2016-06-22,308,-216,0,APPL
2016-06-23,234,-162,0,APPL
2016-06-24,274,-169,0,APPL
2016-06-25,77,-57,0,APPL
2016-06-26,70,-35,0,APPL
2016-06-27,268,-172,0,APPL
2016-06-28,265,-162,0,APPL
2016-06-29,222,-118,0,APPL
2016-06-30,243,-172,0,APPL
2016-07-01,275,-259,0,APPL
2016-07-02,9,-11,0,APPL
2016-07-03,71,-52,0,APPL
2016-07-04,101,-73,0,APPL
2016-07-05,246,-140,0,APPL
2016-07-06,223,-159,0,APPL
2016-07-07,201,-125,0,APPL
2016-07-08,248,-122,0,APPL
2016-07-09,81,-34,0,APPL
2016-07-10,76,-34,0,APPL
2016-07-11,237,-174,0,APPL
2016-07-12,268,-214,0,APPL
2016-07-13,162,-92,0,APPL
2016-07-14,393,-190,0,APPL
2016-07-15,240,-146,0,APPL
2016-07-16,84,-54,0,APPL
2016-07-17,68,-21,0,APPL
2016-07-18,417,-156,0,APPL
2016-07-19,279,-170,0,APPL
2016-07-20,297,-194,0,APPL
2016-07-21,339,-275,0,APPL
2016-07-22,283,-198,0,APPL
2016-07-23,155,-60,0,APPL
2016-07-24,137,-84,0,APPL
2016-07-25,341,-184,0,APPL
2016-07-26,1091,-543,0,APPL
2016-07-27,1112,-436,0,APPL
2016-07-28,622,-265,0,APPL
2016-07-29,14,-8,0,APPL
2016-07-30,143,-81,0,APPL
2016-07-31,28,-23,0,APPL
2016-08-01,438,-123,0,APPL
2016-08-02,436,-266,0,APPL
2016-08-03,247,-124,0,APPL
2016-08-04,503,-217,0,APPL
2016-08-05,507,-216,0,APPL
2016-08-06,164,-54,0,APPL
2016-08-07,144,-47,0,APPL
2016-08-08,389,-221,0,APPL
2016-08-09,393,-190,0,APPL
2016-08-10,356,-262,0,APPL
2016-08-11,382,-173,0,APPL
2016-08-12,249,-118,0,APPL
2016-08-13,128,-63,0,APPL
2016-08-14,146,-59,0,APPL
2016-08-15,623,-210,0,APPL
2016-08-16,545,-199,0,APPL
2016-08-17,469,-249,0,APPL
2016-08-18,273,-201,0,APPL
2016-08-19,398,-255,0,APPL
2016-08-20,150,-95,0,APPL
2016-08-21,122,-57,0,APPL
2016-08-22,311,-156,0,APPL
2016-08-23,318,-106,0,APPL
2016-08-24,373,-254,0,APPL
2016-08-25,555,-355,0,APPL
2016-08-26,581,-323,0,APPL
2016-08-27,236,-123,0,APPL
2016-08-28,169,-77,0,APPL
2016-08-29,491,-343,0,APPL
2016-08-30,791,-1375,0,APPL
2016-08-31,414,-488,0,APPL
2016-09-01,521,-639,0,APPL
2016-09-02,497,-429,0,APPL
2016-09-03,198,-114,0,APPL
2016-09-04,199,-86,0,APPL
2016-09-05,306,-149,0,APPL
2016-09-06,489,-281,0,APPL
2016-09-07,1415,-774,0,APPL
2016-09-08,824,-588,0,APPL
2016-09-09,1151,-651,0,APPL
2016-09-10,207,-123,0,APPL
2016-09-11,208,-112,0,APPL
2016-09-12,515,-320,0,APPL
2016-09-13,834,-369,0,APPL
2016-09-14,1133,-570,0,APPL
2016-09-15,1047,-555,0,APPL
2016-09-16,918,-506,0,APPL
2016-09-17,257,-139,0,APPL
2016-09-18,178,-103,0,APPL
2016-09-19,571,-338,0,APPL
2016-09-20,539,-215,0,APPL
2016-09-21,452,-256,0,APPL
2016-09-22,403,-208,0,APPL
2016-09-23,492,-295,0,APPL
2016-09-24,157,-83,0,APPL
2016-09-25,156,-68,0,APPL
2016-09-26,433,-262,0,APPL
2016-09-27,327,-130,0,APPL
2016-09-28,430,-145,0,APPL
2016-09-29,514,-192,0,APPL
2016-09-30,302,-160,0,APPL
2016-10-01,196,-98,0,APPL
2016-10-02,142,-79,0,APPL
2016-10-03,285,-189,0,APPL
2016-10-04,341,-200,0,APPL
2016-10-05,264,-218,0,APPL
2016-10-06,334,-134,0,APPL
2016-10-07,295,-115,0,APPL
2016-10-08,98,-24,0,APPL
2016-10-09,83,-50,0,APPL
2016-10-10,300,-195,0,APPL
2016-10-11,503,-288,0,APPL
2016-10-12,383,-188,0,APPL
2016-10-13,295,-139,0,APPL
2016-10-14,245,-134,0,APPL
2016-10-15,133,-90,0,APPL
2016-10-16,109,-62,0,APPL
2016-10-17,312,-228,0,APPL
2016-10-18,324,-153,0,APPL
2016-10-19,245,-132,0,APPL
2016-10-20,209,-162,0,APPL
2016-10-21,250,-145,0,APPL
2016-10-22,150,-75,0,APPL
2016-10-23,160,-63,0,APPL
2016-10-24,366,-144,0,APPL
2016-10-25,1104,-562,0,APPL
2016-10-26,1165,-620,0,APPL
2016-10-27,599,-409,0,APPL
2016-10-28,413,-239,0,APPL
2016-10-29,173,-74,0,APPL
2016-10-30,152,-87,0,APPL
2016-10-31,361,-226,0,APPL
2016-11-01,322,-214,0,APPL
2016-11-02,274,-225,0,APPL
2016-11-03,337,-135,0,APPL
2016-11-04,357,-189,0,APPL
2016-11-05,104,-68,0,APPL
2016-11-06,95,-35,0,APPL
2016-11-07,354,-204,0,APPL
2016-11-08,252,-95,0,APPL
2016-11-09,290,-163,0,APPL
2016-11-10,344,-166,0,APPL
2016-11-11,95,-46,0,APPL
2016-11-12,118,-95,0,APPL
2016-11-13,102,-65,0,APPL
2016-11-14,317,-186,0,APPL
2016-11-15,392,-214,0,APPL
2016-11-16,335,-152,0,APPL
2016-11-17,261,-169,0,APPL
2016-11-18,249,-163,0,APPL
2016-11-19,113,-97,0,APPL
2016-11-20,104,-42,0,APPL
2016-11-21,401,-287,0,APPL
2016-11-22,278,-220,0,APPL
2016-11-23,304,-118,0,APPL
2016-11-24,170,-62,0,APPL
2016-11-25,289,-83,0,APPL
